"name","dimension","resolution","aspect_ratio","ppi","hz","cpu","gpu","ram","os","price_min","price_max","url"
"Apple MacBook Air 13"" M5","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 8-Core GPU, Architektur ""G18"", 8C/​128EU/​1024SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1005,38","€ 1309,00","https://geizhals.at/apple-macbook-air-13-m5-mdhe4d-a-z1l6-a3743120.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 8-Core GPU, Architektur ""G16"", 8C/​128EU/​1024SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 747,00","€ 1155,90","https://geizhals.at/apple-macbook-air-13-mw123d-a-2025-z1cx-a3434077.html"
"Apple MacBook Neo","13""","2408x1509","16:10","219ppi","60Hz","Apple A18 Pro, 2x Everest Gen3 (4.04GHz) + 4x Sawtooth Gen3 (2.42GHz), ARMv9.2-A","Apple 5-Core GPU, Architektur ""G17"", 5C/​80EU/​640SP","8GB Onboard, nicht erweiterbar","macOS 26","€ 607,19","€ 718,73","https://geizhals.at/apple-macbook-neo-mhfa4d-a-a3742642.html"
"Apple MacBook Pro 14.2""","14.2""","3024x1964","3:2","254ppi","120Hz","Apple M5 Pro - 15 Core, 5x Everest Gen4 ""Super"" (4.61GHz) + 10x Everest Gen4 M ""Performance"" (4.38GHz), TSMC N3P, ARMv9.2-A","Apple 16-Core GPU, Architektur ""G18"", 16C/​256EU/​2048SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 2116,64","€ 2912,70","https://geizhals.at/apple-macbook-pro-14-2-mgdr4d-a-a3750319.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 8-Core GPU, Architektur ""G16"", 8C/​128EU/​1024SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 743,20","€ 1021,85","https://geizhals.at/apple-macbook-air-13-mc6t4d-a-2025-z1h7-a3435109.html"
"Apple MacBook Air 13"" M5","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 8-Core GPU, Architektur ""G18"", 8C/​128EU/​1024SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1005,38","€ 1395,60","https://geizhals.at/apple-macbook-air-13-m5-mdh74d-a-z1l0-a3742382.html"
"Apple MacBook Pro 14.2""","14.2""","3024x1964","3:2","254ppi","120Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1439,00","€ 2341,80","https://geizhals.at/apple-macbook-pro-14-2-mde04d-a-z1kh-a3629498.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G16"", 10C/​160EU/​1280SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 941,00","€ 1183,80","https://geizhals.at/apple-macbook-air-13-mw133d-a-2025-z1cx-z1cy-a3434386.html"
"Apple MacBook Air 15""","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G16"", 10C/​160EU/​1280SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1097,00","€ 1535,89","https://geizhals.at/apple-macbook-air-15-mw1m3d-a-2025-z1dg-z1dh-a3437465.html"
"Apple MacBook Pro 16.2""","16.2""","3456x2234","3:2","254ppi","120Hz","Apple M5 Pro - 18 Core, 6x Everest Gen4 ""Super"" (4.61GHz) + 12x Everest Gen4 M ""Performance"" (4.38GHz), TSMC N3P, ARMv9.2-A","Apple 20-Core GPU, Architektur ""G18"", 20C/​320EU/​2560SP","48GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 3098,98","€ 4013,00","https://geizhals.at/apple-macbook-pro-16-2-mgec4d-a-a3750089.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G16"", 10C/​160EU/​1280SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1118,98","€ 1349,00","https://geizhals.at/apple-macbook-air-13-mw103d-a-2025-z1cv-z1cw-a3435581.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G16"", 10C/​160EU/​1280SP","24GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1097,00","€ 1599,00","https://geizhals.at/apple-macbook-air-13-mc654d-a-2025-z1ct-z1cu-z1gs-a3435514.html"
"Apple MacBook Pro 14.2""","14.2""","3024x1964","3:2","254ppi","120Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","32GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1999,00","€ 4023,53","https://geizhals.at/apple-macbook-pro-14-2-z1kh-z1kj-z1kk-a3634146.html"
"Apple MacBook Air 13"" M5","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1461,18","€ 1979,10","https://geizhals.at/apple-macbook-air-13-m5-mdhg4d-a-a3743888.html"
"Apple MacBook Air 15"" M5","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1328,96","€ 1569,00","https://geizhals.at/apple-macbook-air-15-m5-mdv94d-a-a3744603.html"
"Apple MacBook Neo","13""","2408x1509","16:10","219ppi","60Hz","Apple A18 Pro, 2x Everest Gen3 (4.04GHz) + 4x Sawtooth Gen3 (2.42GHz), ARMv9.2-A","Apple 5-Core GPU, Architektur ""G17"", 5C/​80EU/​640SP","8GB Onboard, nicht erweiterbar","macOS 26","€ 725,04","€ 938,70","https://geizhals.at/apple-macbook-neo-mhfg4d-a-a3743064.html"
"Lenovo IdeaPad Slim 5 14Q8X9","14""","1920x1200","16:10","162ppi","60Hz","Qualcomm Snapdragon X - X1-26-100, 8x Oryon (2.97GHz), ARMv8.7-A, 18MiB Cache (12MiB L2 + 6MiB SLC)","Qualcomm Adreno X1-45, 1.70 TFLOPS (FP32)","16GB LPDDR5X-8448 Onboard, nicht erweiterbar","Windows 11 Home","€ 654,46","€ 724,23","https://geizhals.at/lenovo-ideapad-slim-5-14q8x9-83hl005bge-a3731290.html"
"Apple MacBook Neo","13""","2408x1509","16:10","219ppi","60Hz","Apple A18 Pro, 2x Everest Gen3 (4.04GHz) + 4x Sawtooth Gen3 (2.42GHz), ARMv9.2-A","Apple 5-Core GPU, Architektur ""G17"", 5C/​80EU/​640SP","8GB Onboard, nicht erweiterbar","macOS 26","€ 721,01","€ 825,00","https://geizhals.at/apple-macbook-neo-mhfc4d-a-a3742697.html"
"Apple MacBook Pro 16.2""","16.2""","3456x2234","3:2","254ppi","120Hz","Apple M5 Pro - 18 Core, 6x Everest Gen4 ""Super"" (4.61GHz) + 12x Everest Gen4 M ""Performance"" (4.38GHz), TSMC N3P, ARMv9.2-A","Apple 20-Core GPU, Architektur ""G18"", 20C/​320EU/​2560SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 2620,84","€ 3440,00","https://geizhals.at/apple-macbook-pro-16-2-mgea4d-a-a3750086.html"
"ASUS ZenBook A16 UX3607OA-SQ013W","16""","2880x1800","16:10","212ppi","120Hz","Qualcomm Snapdragon X2 Elite Extreme - X2E-94-100, 12x Oryon ""Prime"" (4.40GHz, max. 1x/2x 4.70GHz) + 6x Oryon ""Performance"" (3.60GHz), TSMC N3P/​N3X, ARMv8.7-A, 53MiB Cache (44MiB L2 + 9MiB SLC)","Qualcomm Adreno X2-90, 1.85GHz","48GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Home","€ 1999,00","€ 2015,80","https://geizhals.at/asus-zenbook-a16-ux3607oa-sq013w-90nb17w1-m003m0-a3729164.html"
"ASUS Zenbook Duo UX8407AA-SN260X","14""","2880x1800","16:10","243ppi","144Hz","Intel Core Ultra X9 388H, 4P+8E+4LPE/16T, 2.10-5.10GHz, 18MiB+24MiB Cache, 25-80W TDP (PBP/MTP), Codename ""Panther Lake-H"" (Cougar Cove + Darkmont + Darkmont, Intel 18A)","Intel Arc B390 (iGPU), 12Xe/96EU/1536SP, 12 RT-Cores, 2.50GHz, Architektur ""Xe3-LPG""","32GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Pro","€ 2599,00","€ 2620,84","https://geizhals.at/asus-zenbook-duo-ux8407aa-sn260x-90nb16v1-m00e10-a3715463.html"
"Apple MacBook Air 15"" M5","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1299,00","€ 1720,00","https://geizhals.at/apple-macbook-air-15-m5-mdvh4d-a-a3749884.html"
"Apple MacBook Pro 14.2""","14.2""","3024x1964","3:2","254ppi","120Hz","Apple M5 Pro - 15 Core, 5x Everest Gen4 ""Super"" (4.61GHz) + 10x Everest Gen4 M ""Performance"" (4.38GHz), TSMC N3P, ARMv9.2-A","Apple 16-Core GPU, Architektur ""G18"", 16C/​256EU/​2048SP","48GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 2772,10","€ 3322,00","https://geizhals.at/apple-macbook-pro-14-2-z1ml-a3750322.html"
"Lenovo Yoga Slim 7 14IMH9","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 5 125H, 4P+8E+2LPE/18T, 1.20-4.50GHz, 18MiB+14MiB Cache, 28-115W TDP (PBP/MTP), Codename ""Meteor Lake-H"" (Redwood Cove + Crestmont + Crestmont, Intel 4)","Intel Arc Graphics (iGPU), 7Xe/112EU/896SP, 2.20GHz, Architektur ""Xe-LPG""","16GB LPDDR5X-7467 Onboard, nicht erweiterbar","Windows 11 Home","€ 826,10","","https://geizhals.at/lenovo-yoga-slim-7-14imh9-luna-grey-83cv0042ge-a3174401.html"
"Lenovo V15 G4 AMN","15.6""","1920x1080","16:9","141ppi","60Hz","AMD Ryzen 5 7520U, 4C/8T, 2.80-3.80GHz, 4MiB+2MiB Cache, 15W TDP, Codename ""Mendocino"" (Zen 2, TSMC 6nm)","AMD Radeon 610M (iGPU), 2CU/128SP, 2 RT-Cores, 1.90GHz, Architektur ""RDNA 2""","16GB LPDDR5-5500 Onboard, nicht erweiterbar","FreeDOS","€ 524,90","€ 737,28","https://geizhals.at/lenovo-v15-g4-amn-82yu014cge-a3479501.html"
"Apple MacBook Air 13"" M5","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 8-Core GPU, Architektur ""G18"", 8C/​128EU/​1024SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1032,60","€ 1395,60","https://geizhals.at/apple-macbook-air-13-m5-mdhh4d-a-z1l9-a3742641.html"
"HP Laptop 17-cn4160ng","17.3""","1920x1080","16:9","127ppi","60Hz","Intel Core 5 120U, 2P+8E/12T, 1.40-5.00GHz, 12MiB+12MiB Cache, 15-55W TDP (PBP/MTP), Codename ""Raptor Lake-U"" (Golden Cove + Gracemont, Intel 7)","Intel Graphics (iGPU), 80EU/1280SP, 1.25GHz, Architektur ""Xe-LP / Gen 12.2""","16GB DDR4-3200 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei)","FreeDOS","€ 588,16","€ 646,34","https://geizhals.at/hp-laptop-17-cn4160ng-d06q0ea-abd-a3669095.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 8-Core GPU, Architektur ""G16"", 8C/​128EU/​1024SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 747,00","€ 1292,40","https://geizhals.at/apple-macbook-air-13-mw0w3d-a-2025-z1ct-a3435459.html"
"Apple MacBook Air 15"" M5","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1773,78","€ 2255,87","https://geizhals.at/apple-macbook-air-15-m5-mdvn4d-a-a3749889.html"
"ASUS ROG Zephyrus G16 (2026) GU606AR-TB011W","16""","2880x1800","16:10","212ppi","240Hz","Intel Core Ultra 9 386H, 4P+8E+4LPE/16T, 2.10-4.90GHz, 18MiB+24MiB Cache, 25-80W TDP (PBP/MTP), Codename ""Panther Lake-H"" (Cougar Cove + Darkmont + Darkmont, Intel 18A)","NVIDIA GeForce RTX 5070 Ti - 12GB GDDR7 - Mobile, 46SM/5888SP, 124 TOPS, Codename ""GB205"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1497MHz/​1497MHz, 115W/​105W Total Graphics Power (TGP), 25W/​20W Dynamic Boost, 140W/​125W Max GPU Power","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Home","€ 3499,00","€ 3528,40","https://geizhals.at/asus-rog-zephyrus-g16-2026-gu606ar-tb011w-90nr0pc1-m00510-a3795754.html"
"Lenovo LOQ 15AHP10","15.6""","1920x1080","16:9","141ppi","144Hz","AMD Ryzen 7 250, 8C/16T, 3.30-5.10GHz, 16MiB+8MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2497MHz, 100W Max GPU Power","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 32GB)","Windows 11 Home","€ 1221,18","€ 1329,00","https://geizhals.at/lenovo-loq-15ahp10-83jg000sge-a3531029.html"
"Lenovo IdeaPad Slim 3 14IRH10","14""","1920x1200","16:10","162ppi","60Hz","Intel Core i5-13420H, 4P+4E/12T, 2.10-4.60GHz, 12MiB+12MiB Cache, 45-95W TDP (PBP/MTP), Codename ""Raptor Lake-H"" (Raptor Cove /​ Golden Cove + Gracemont, Intel 7)","Intel UHD Graphics (iGPU), 48EU/768SP, 1.40GHz, Architektur ""Xe-LP / Gen 12.2""","16GB gesamt, 8GB DDR5-4800 Onboard + 8GB DDR5-4800 (1x 8GB SO-DIMM-Modul)","Windows 11 Home","€ 596,79","€ 602,76","https://geizhals.at/lenovo-ideapad-slim-3-14irh10-83k0007hge-a3631811.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G16"", 10C/​160EU/​1280SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 941,00","€ 1275,00","https://geizhals.at/apple-macbook-air-13-mc6u4d-a-2025-z1h7-z1h8-a3435155.html"
"Lenovo LOQ 15IRX10","15.6""","1920x1080","16:9","141ppi","144Hz","Intel Core i7-13650HX, 6P+8E/20T, 2.60-4.90GHz, 24MiB+20MiB Cache, 55-157W TDP (PBP/MTP), Codename ""Raptor Lake-HX"" (Raptor Cove + Gracemont, Intel 7)","NVIDIA GeForce RTX 5070 - 8GB GDDR7 - Mobile, 36SM/4608SP, 100 TOPS, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2347MHz, 115W Max GPU Power","16GB DDR5-4800 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 32GB)","Windows 11 Home","€ 1237,17","€ 1549,00","https://geizhals.at/lenovo-loq-15irx10-83je0022ge-a3689052.html"
"Lenovo Legion 5 15IRX10","15.3""","1920x1200","16:10","148ppi","165Hz","Intel Core i7-13650HX, 6P+8E/20T, 2.60-4.90GHz, 24MiB+20MiB Cache, 55-157W TDP (PBP/MTP), Codename ""Raptor Lake-HX"" (Raptor Cove + Gracemont, Intel 7)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2497MHz, 115W Max GPU Power","16GB DDR5-4800 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 32GB)","Windows 11 Home","€ 1272,99","€ 1588,56","https://geizhals.at/lenovo-legion-5-15irx10-83ly00eqge-a3661277.html"
"Apple MacBook Pro 14.2""","14.2""","3024x1964","3:2","254ppi","120Hz","Apple M4 Pro - 12 Core, 8x Everest Gen3 ""Performance"" (4.51GHz) + 4x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 16-Core GPU, Architektur ""G16"", 16C/​256EU/​2048SP","24GB LPDDR5X-8533 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1899,00","€ 2509,00","https://geizhals.at/apple-macbook-pro-14-2-mx2h3d-a-2024-z1fe-a3344073.html"
"Apple MacBook Air 13""","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 8-Core GPU, Architektur ""G16"", 8C/​128EU/​1024SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 747,00","€ 1139,10","https://geizhals.at/apple-macbook-air-13-mw0y3d-a-2025-z1cv-a3435579.html"
"Apple MacBook Neo","13""","2408x1509","16:10","219ppi","60Hz","Apple A18 Pro, 2x Everest Gen3 (4.04GHz) + 4x Sawtooth Gen3 (2.42GHz), ARMv9.2-A","Apple 5-Core GPU, Architektur ""G17"", 5C/​80EU/​640SP","8GB Onboard, nicht erweiterbar","macOS 26","€ 593,95","€ 734,42","https://geizhals.at/apple-macbook-neo-mhff4d-a-a3743060.html"
"Apple MacBook Air 15"" M5","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1285,71","€ 1720,00","https://geizhals.at/apple-macbook-air-15-m5-mdvq4d-a-a3749848.html"
"Apple MacBook Air 13"" M5","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","16GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1209,07","€ 1756,00","https://geizhals.at/apple-macbook-air-13-m5-mdhf4d-a-a3743884.html"
"Lenovo Yoga 7 2-in-1 14ILL10","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Home","€ 1199,26","","https://geizhals.at/lenovo-yoga-7-2-in-1-14ill10-83jqcto1wwat3-a3395702.html"
"HP Laptop 14-em0167ng","14""","1920x1080","16:9","157ppi","60Hz","AMD Ryzen 7 7730U, 8C/16T, 2.00-4.50GHz, 16MiB+4MiB Cache, 15W TDP, Codename ""Barcelo-R"" (Zen 3, TSMC N7)","AMD Radeon Graphics (iGPU), 8CU/512SP, 2.00GHz, Architektur ""GCN 5.1""","16GB DDR4-3200 (2x 8GB SO-DIMM-Module)","FreeDOS","€ 543,53","€ 602,00","https://geizhals.at/hp-14-em0167ng-c93ntea-abd-a3645420.html"
"Apple MacBook Pro 14.2""","14.2""","3024x1964","3:2","254ppi","120Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1885,72","€ 4188,00","https://geizhals.at/apple-macbook-pro-14-2-mde34d-a-z1kh-z1kj-z1kk-a3630893.html"
"Apple MacBook Air 15"" M5","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1753,61","€ 2225,00","https://geizhals.at/apple-macbook-air-15-m5-mdvc4d-a-a3749865.html"
"ASUS ROG Zephyrus G14 (2025) GA403WR-QS086W","14""","2880x1800","16:10","243ppi","120Hz","AMD Ryzen AI 9 HX 370, 4C+8c/24T, 2.00-5.10GHz, 24MiB+12MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Strix Point"" (Zen 5 + Zen 5c, TSMC 4nm)","NVIDIA GeForce RTX 5070 Ti - 12GB GDDR7 - Mobile, 46SM/5888SP, 124 TOPS, Codename ""GB205"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1812MHz, 85W Total Graphics Power (TGP), 25W Dynamic Boost, 110W Max GPU Power","32GB LPDDR5X-8000 Onboard, nicht erweiterbar","Windows 11 Home","€ 3119,00","€ 119999,99","https://geizhals.at/asus-rog-zephyrus-g14-2025-ga403wr-qs086w-90nr0m54-m006b0-a3691681.html"
"Lenovo ThinkPad E14 G7 (Intel)","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1314,10","€ 1662,85","https://geizhals.at/lenovo-thinkpad-e14-g7-intel-21u2002pge-a3552190.html"
"Apple MacBook Air 15""","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M4 - 10 Core, 4x Everest Gen3 ""Performance"" (4.41GHz) + 6x Sawtooth Gen3 ""Efficiency"" (2.89GHz), TSMC N3E, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G16"", 10C/​160EU/​1280SP","16GB LPDDR5X-7500 Onboard, nicht erweiterbar","macOS 26 via Update","€ 1097,00","€ 1495,80","https://geizhals.at/apple-macbook-air-15-mw1h3d-a-2025-z1db-z1dc-a3439028.html"
"Captiva Ultimate Gaming R10-1292GE","16""","2560x1600","16:10","189ppi","300Hz","Intel Core Ultra 9 275HX, 8P+16E/24T, 2.70-5.40GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5090 - 24GB GDDR7 - Mobile, 82SM/10496SP, 228 TOPS, Codename ""GB203"" (Blackwell, TSMC N5P [NVIDIA 4N]), 150W Max GPU Power","16GB DDR5-5200 (2 Slots gesamt)","Windows 11 Home","€ 428,00","€ 3309,99","https://geizhals.at/captiva-ultimate-gaming-r10-1292ge-101292-a3804174.html"
"Apple MacBook Air 13"" M5","13.6""","2560x1664","20:13","225ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1360,33","€ 1440,00","https://geizhals.at/apple-macbook-air-13-m5-z1l0-a3743864.html"
