"name","dimension","resolution","aspect_ratio","ppi","hz","cpu","gpu","ram","os","price_min","price_max","url"
"Lenovo ThinkPad E16 G3","16""","2560x1600","16:10","189ppi","120Hz","Intel Core Ultra 7 255H, 6P+8E+2LPE/16T, 2.00-5.10GHz, 24MiB+28MiB Cache, 28-115W TDP (PBP/MTP), Codename ""Arrow Lake-H"" (Lion Cove + Skymont + Skymont, TSMC N3B)","Intel Arc Graphics 140T (iGPU), 8Xe/128EU/1024SP, 2.25GHz, Architektur ""Xe-LPG+""","32GB DDR5-5600 (1x 32GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 64GB)","Windows 11 Pro","€ 1452,17","€ 1789,00","https://geizhals.at/lenovo-thinkpad-e16-g3-21sr0046ge-a3502905.html"
"Lenovo ThinkPad E16 G3","16""","1920x1200","16:10","142ppi","60Hz","AMD Ryzen 5 220, 2C+4c/12T, 3.70-4.90GHz, 16MiB+6MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point2"" (Zen 4 + Zen 4c, TSMC 4nm)","AMD Radeon 740M (iGPU), 4CU/256SP, 4 RT-Cores, 2.80GHz, Architektur ""RDNA 3""","32GB DDR5-5600 (1x 32GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 64GB)","Windows 11 Pro","€ 1049,76","€ 1605,00","https://geizhals.at/lenovo-thinkpad-e16-g3-21st004gge-a3562822.html"
"HP ProBook 4 G1a 16","16""","1920x1200","16:10","142ppi","60Hz","AMD Ryzen 5 230, 6C/12T, 3.50-4.90GHz, 16MiB+6MiB Cache, 28W TDP, 15-35W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","AMD Radeon 760M (iGPU), 8CU/512SP, 8 RT-Cores, 2.60GHz, Architektur ""RDNA 3""","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 64GB)","FreeDOS","€ 729,00","€ 925,49","https://geizhals.at/hp-probook-4-g1a-16-c7sp7es-abd-a3690491.html"
"Lenovo IdeaPad Slim 3 15Q8X10","15.3""","1920x1200","16:10","148ppi","60Hz","Qualcomm Snapdragon X - X1-26-100, 8x Oryon (2.97GHz), ARMv8.7-A, 18MiB Cache (12MiB L2 + 6MiB SLC)","Qualcomm Adreno X1-45, 1.70 TFLOPS (FP32)","16GB LPDDR5X-8448 Onboard, nicht erweiterbar","Windows 11 Home","€ 634,28","€ 706,02","https://geizhals.at/lenovo-ideapad-slim-3-15q8x10-83n30003ge-a3665107.html"
"Lenovo LOQ 15AHP10","15.6""","1920x1080","16:9","141ppi","144Hz","AMD Ryzen 7 250, 8C/16T, 3.30-5.10GHz, 16MiB+8MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2497MHz, 100W Max GPU Power","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 32GB)","Windows 11 Home","€ 1108,24","","https://geizhals.at/lenovo-loq-15ahp10-83jg00cjge-a3714630.html"
"Apple MacBook Air 15"" M5","15.3""","2880x1864","16:10","224ppi","60Hz","Apple M5 - 10 Core, 4x Everest Gen4 ""Super"" (4.61GHz) + 6x Sawtooth Gen4 ""Efficiency"" (3.05GHz), TSMC N3P, ARMv9.2-A","Apple 10-Core GPU, Architektur ""G18"", 10C/​160EU/​1280SP","24GB LPDDR5X-9600 Onboard, nicht erweiterbar","macOS 26","€ 1763,68","€ 2018,17","https://geizhals.at/apple-macbook-air-15-m5-mdvu4d-a-a3749854.html"
"ASUS ProArt P16 H7606WP-RJ090W","16""","2880x1800","16:10","212ppi","120Hz","AMD Ryzen AI 9 HX 370, 4C+8c/24T, 2.00-5.10GHz, 24MiB+12MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Strix Point"" (Zen 5 + Zen 5c, TSMC 4nm)","NVIDIA GeForce RTX 5070 - 8GB GDDR7 - Mobile, 36SM/4608SP, 100 TOPS, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N])","32GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Pro","€ 2929,00","€ 119999,99","https://geizhals.at/asus-proart-p16-h7606wp-rj090w-90nb15k1-m006f0-a3484054.html"
"Lenovo ThinkBook 16p G6 IAX","16""","3200x2000","16:10","236ppi","165Hz","Intel Core Ultra 9 275HX, 8P+16E/24T, 2.70-5.40GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2497MHz, 115W Max GPU Power","32GB DDR5-5600 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Pro","€ 2438,98","€ 3003,66","https://geizhals.at/lenovo-thinkbook-16p-g6-iax-21r00041ge-a3661318.html"
"Lenovo ThinkPad X9-14 G1","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1789,04","€ 2085,00","https://geizhals.at/lenovo-thinkpad-x9-14-g1-21qa001pge-a3394755.html"
"ASUS ROG Strix G18 (2025) G815LW-S9134W","18""","2560x1600","16:10","168ppi","240Hz","Intel Core Ultra 9 275HX, 8P+16E/24T, 2.70-5.40GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5080 - 16GB GDDR7 - Mobile, 60SM/7680SP, 167 TOPS, Codename ""GB203"" (Blackwell, TSMC N5P [NVIDIA 4N])","32GB DDR5-5600 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei)","Windows 11 Home","€ 3559,00","€ 3994,50","https://geizhals.at/asus-rog-strix-g18-g815lw-s9134w-90nr0lc2-m00650-a3429565.html"
"ASUS ZenBook 14 UX3405CA-ST775X","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 9 285H, 6P+8E+2LPE/16T, 2.90-5.40GHz, 24MiB+28MiB Cache, 45-115W TDP (PBP/MTP), Codename ""Arrow Lake-H"" (Lion Cove + Skymont + Skymont, TSMC N3B)","Intel Arc Graphics 140T (iGPU), 8Xe/128EU/1024SP, 2.35GHz, Architektur ""Xe-LPG+""","32GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Pro","€ 1499,00","€ 1659,00","https://geizhals.at/asus-zenbook-14-ux3405ca-st775x-90nb14w2-m01x60-a3690887.html"
"HP OMEN Max Gaming Laptop 16-ah0293ng","16""","1920x1200","16:10","142ppi","165Hz","Intel Core Ultra 9 275HX, 8P+16E/24T, 2.70-5.40GHz, 36MiB+40MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5080 - 16GB GDDR7 - Mobile, 60SM/7680SP, 167 TOPS, Codename ""GB203"" (Blackwell, TSMC N5P [NVIDIA 4N])","32GB DDR5-5600 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei)","Windows 11 Home","€ 2872,94","","https://geizhals.at/hp-omen-max-16-ah0293ng-b9em7ea-abd-a3427072.html"
"Lenovo ThinkPad T14 G5 (Intel)","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 5 135U, 2P+8E+2LPE/14T, 1.60-4.40GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Meteor Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 4)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 1.90GHz, Architektur ""Xe-LPG""","16GB DDR5-5600 (2x 8GB Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Pro","€ 1255,00","€ 1409,90","https://geizhals.at/lenovo-thinkpad-t14-g5-intel-21ml00erge-a3763101.html"
"ASUS ROG Zephyrus G14 (2026) GU405AR-SY044W","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 9 386H, 4P+8E+4LPE/16T, 2.10-4.90GHz, 18MiB+24MiB Cache, 25-80W TDP (PBP/MTP), Codename ""Panther Lake-H"" (Cougar Cove + Darkmont + Darkmont, Intel 18A)","NVIDIA GeForce RTX 5070 Ti - 12GB GDDR7 - Mobile, 46SM/5888SP, 124 TOPS, Codename ""GB205"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1812MHz/​1812MHz, 110W/​100W Total Graphics Power (TGP), 20W/​15W Dynamic Boost, 130W/​115W Max GPU Power","64GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Home","€ 4199,00","€ 4234,29","https://geizhals.at/asus-rog-zephyrus-g14-2026-gu405ar-sy044w-90nr0p93-m002b0-a3795181.html"
"Samsung Galaxy Book5 Pro 360","16""","2880x1800","16:10","212ppi","120Hz","Intel Core Ultra 5 228V, 4P+4LPE/8T, 2.10-4.50GHz, 8MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 130V (iGPU), 7Xe/56EU/896SP, 1.85GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Home","€ 1360,33","€ 2079,00","https://geizhals.at/samsung-galaxy-book5-pro-360-np960qha-kg1de-a3395751.html"
"Lenovo ThinkPad E14 G7 (Intel)","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 5 228V, 4P+4LPE/8T, 2.10-4.50GHz, 8MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 130V (iGPU), 7Xe/56EU/896SP, 1.85GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1092,64","€ 1411,00","https://geizhals.at/lenovo-thinkpad-e14-g7-intel-21u20027ge-a3569741.html"
"HP ProBook 460 G11","16""","1920x1200","16:10","142ppi","60Hz","Intel Core Ultra 5 125U, 2P+8E+2LPE/14T, 1.30-4.30GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Meteor Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 4)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 1.85GHz, Architektur ""Xe-LPG""","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei)","Windows 11 Pro","€ 856,13","€ 990,36","https://geizhals.at/hp-probook-460-g11-b2mk5es-abd-a3387569.html"
"Dell Pro 16 Plus PB16250","16""","1920x1200","16:10","142ppi","60Hz","Intel Core Ultra 7 255U, 2P+8E+2LPE/14T, 2.00-5.20GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.10GHz, Architektur ""Xe-LPG+""","16GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1228,91","€ 1695,00","https://geizhals.at/dell-pro-16-plus-pb16250-mgffk-a3521543.html"
"Lenovo ThinkBook 14 2-in-1 G5 IAU","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 255U, 2P+8E+2LPE/14T, 2.00-5.20GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.10GHz, Architektur ""Xe-LPG+""","32GB DDR5-5600 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 32GB)","Windows 11 Pro","€ 1512,36","€ 1763,70","https://geizhals.at/lenovo-thinkbook-14-2-in-1-g5-iau-21sq0013ge-a3450537.html"
"ASUS ROG Strix G16 (2025) G614PR-RV075W","16""","1920x1200","16:10","142ppi","165Hz","AMD Ryzen 9 8940HX, 16C/32T, 2.40-5.30GHz, 64MiB+16MiB Cache, 55W TDP, 75W cTDP, Codename ""Dragon Range"" (Zen 4, TSMC 5nm)","NVIDIA GeForce RTX 5070 Ti - 12GB GDDR7 - Mobile, 46SM/5888SP, 124 TOPS, Codename ""GB205"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1515MHz, 115W Total Graphics Power (TGP), 25W Dynamic Boost, 140W Max GPU Power","32GB DDR5-5200 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Home","€ 2116,64","","https://geizhals.at/asus-rog-strix-g16-2025-g614pr-rv075w-90nr0nj7-m006w0-a3699084.html"
"ASUS ExpertBook P1 P1503CVA-S72335","15.6""","1920x1080","16:9","141ppi","60Hz","Intel Core 5 210H, 4P+4E/12T, 2.20-4.80GHz, 18MiB+12MiB Cache, 45-115W TDP (PBP/MTP), Codename ""Raptor Lake-H"" (Raptor Cove /​ Golden Cove + Gracemont, Intel 7)","Intel UHD Graphics [Single-Channel-Konfiguration], Intel Iris Xe Graphics [Dual-Channel-Konfiguration] (iGPU)","16GB DDR5 (2 Slots gesamt, max. 64GB)","N/​A","€ 533,00","€ 668,04","https://geizhals.at/asus-expertbook-p1-p1503cva-s72335-90nx0881-m02ml0-a3699097.html"
"Lenovo ThinkPad E16 G3","16""","1920x1200","16:10","142ppi","60Hz","AMD Ryzen 5 220, 2C+4c/12T, 3.70-4.90GHz, 16MiB+6MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point2"" (Zen 4 + Zen 4c, TSMC 4nm)","AMD Radeon 740M (iGPU), 4CU/256SP, 4 RT-Cores, 2.80GHz, Architektur ""RDNA 3""","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 64GB)","Windows 11 Pro","€ 979,08","€ 1354,80","https://geizhals.at/lenovo-thinkpad-e16-g3-21st0046ge-a3562912.html"
"ASUS VivoBook 17 X1704VA-AU918W","17.3""","1920x1080","16:9","127ppi","60Hz","Intel Core 7 150U, 2P+8E/12T, 1.80-5.40GHz, 12MiB+12MiB Cache, 15-55W TDP (PBP/MTP), Codename ""Raptor Lake-U"" (Golden Cove + Gracemont, Intel 7)","Intel Graphics (iGPU), 96EU/1536SP, 1.30GHz, Architektur ""Xe-LP / Gen 12.2""","16GB gesamt, 8GB DDR4 Onboard + 8GB DDR4 (1x 8GB SO-DIMM-Modul, 1 Slot gesamt, 0 Slots frei, max. 16GB), max. 24GB gesamt","Windows 11 Home","€ 939,87","","https://geizhals.at/asus-vivobook-17-x1704va-au918w-90nb13x1-m00d90-a3554686.html"
"Lenovo IdeaPad Slim 5 15ARP10","15.1""","2560x1600","16:10","200ppi","165Hz","AMD Ryzen 7 7735HS, 8C/16T, 3.20-4.75GHz, 16MiB+4MiB Cache, 35W TDP, 54W cTDP, Codename ""Rembrandt-R"" (Zen 3+, TSMC 6nm)","AMD Radeon 680M (iGPU), 12CU/768SP, 12 RT-Cores, 2.20GHz, Architektur ""RDNA 2""","32GB LPDDR5X-6400 Onboard, nicht erweiterbar","Windows 11 Home","€ 997,00","€ 1027,90","https://geizhals.at/lenovo-ideapad-slim-5-15arp10-83j3004cge-a3491754.html"
"ASUS ROG Strix G16 (2025) G615LR-S5177W","16""","2560x1600","16:10","189ppi","240Hz","Intel Core Ultra 7 255HX, 8P+12E/20T, 2.40-5.20GHz, 30MiB+36MiB Cache, 55-160W TDP (PBP/MTP), Codename ""Arrow Lake-HX"" (Lion Cove + Skymont, TSMC N3B)","NVIDIA GeForce RTX 5070 Ti - 12GB GDDR7 - Mobile, 46SM/5888SP, 124 TOPS, Codename ""GB205"" (Blackwell, TSMC N5P [NVIDIA 4N]), 1515MHz, 140W Max GPU Power","16GB DDR5-5600 (2x 8GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei)","Windows 11 Home","€ 2469,00","€ 3331,81","https://geizhals.at/asus-rog-strix-g16-2025-g615lr-s5177w-90nr0lr2-m00740-a3498467.html"
"Dell Pro 14 Plus PB14250","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 255U, 2P+8E+2LPE/14T, 2.00-5.20GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.10GHz, Architektur ""Xe-LPG+""","16GB DDR5-5600 (2 Slots gesamt)","Windows 11 Pro","€ 1248,89","€ 1947,00","https://geizhals.at/dell-pro-14-plus-pb14250-7115f-a3525022.html"
"Lenovo ThinkPad E16 G3","16""","1920x1200","16:10","142ppi","60Hz","Intel Core Ultra 5 226V, 4P+4LPE/8T, 2.10-4.50GHz, 8MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 130V (iGPU), 7Xe/56EU/896SP, 1.85GHz, Architektur ""Xe2-LPG""","16GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1013,08","€ 1163,93","https://geizhals.at/lenovo-thinkpad-e16-g3-22ay001vge-a3723289.html"
"Lenovo ThinkPad X13 G6 (AMD)","13.3""","1920x1200","16:10","170ppi","60Hz","AMD Ryzen AI 5 PRO 340, 3C+3c/12T, 2.00-4.80GHz, 16MiB+6MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Krackan Point"" (Zen 5 + Zen 5c, TSMC 4nm)","AMD Radeon 840M (iGPU), 4CU/256SP, 4 RT-Cores, 2.90GHz, Architektur ""RDNA 3.5""","32GB LPDDR5X-8000 Onboard, nicht erweiterbar","Windows 11 Pro","€ 2054,09","€ 2267,34","https://geizhals.at/lenovo-thinkpad-x13-g6-amd-21rm002nge-a3533504.html"
"Lenovo ThinkPad T14 G6 (Intel)","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 2001,49","€ 2171,40","https://geizhals.at/lenovo-thinkpad-t14-g6-intel-21qg00c7ge-a3725582.html"
"Lenovo ThinkPad X1 Carbon G13","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 7 255U, 2P+8E+2LPE/14T, 2.00-5.20GHz, 12MiB+10MiB Cache, 15-57W TDP (PBP/MTP), Codename ""Arrow Lake-U"" (Redwood Cove + Crestmont + Crestmont, Intel 3)","Intel Graphics (iGPU), 4Xe/64EU/512SP, 2.10GHz, Architektur ""Xe-LPG+""","32GB LPDDR5X-8400 Onboard, nicht erweiterbar","Windows 11 Pro","€ 2470,59","€ 3429,00","https://geizhals.at/lenovo-thinkpad-x1-carbon-g13-21nx00f4ge-a3519748.html"
"ASUS ZenBook S 16 UM5606GA-SR334W","16""","2880x1800","16:10","212ppi","120Hz","AMD Ryzen AI 9 465, 4C+6c/20T, 2.00-5.00GHz, 24MiB+10MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Gorgon Point"" (Zen 5 + Zen 5c, TSMC 4nm)","AMD Radeon 880M (iGPU), 12CU/768SP, 12 RT-Cores, 2.90GHz, Architektur ""RDNA 3.5""","32GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Pro","€ 1799,00","€ 1985,80","https://geizhals.at/asus-zenbook-s-16-um5606ga-sr334w-90nb17h4-m00h90-a3728979.html"
"HP ProBook 4 G1a 14","14""","1920x1200","16:10","162ppi","60Hz","AMD Ryzen 7 250, 8C/16T, 3.30-5.10GHz, 16MiB+8MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","AMD Radeon 780M (iGPU), 12CU/768SP, 12 RT-Cores, 2.70GHz, Architektur ""RDNA 3""","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 48GB)","FreeDOS","€ 726,62","€ 843,43","https://geizhals.at/hp-probook-4-g1a-14-c7sp4es-abd-a3657861.html"
"Lenovo ThinkPad X9-15 G1","15.3""","2880x1800","16:10","222ppi","120Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1762,14","€ 2085,00","https://geizhals.at/lenovo-thinkpad-x9-15-g1-21q6001mge-a3391290.html"
"HP ProBook 4 G1a 16","16""","1920x1200","16:10","142ppi","60Hz","AMD Ryzen 7 250, 8C/16T, 3.30-5.10GHz, 16MiB+8MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","AMD Radeon 780M (iGPU), 12CU/768SP, 12 RT-Cores, 2.70GHz, Architektur ""RDNA 3""","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 64GB)","Windows 11 Pro","€ 856,13","€ 935,00","https://geizhals.at/hp-probook-4-g1a-14-c65tves-abd-a3610889.html"
"Lenovo ThinkBook 14 G9 IPL","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 5 325, 4P+4LPE/8T, 2.10-4.50GHz, 12MiB+16MiB Cache, 25-55W TDP (PBP/MTP), Codename ""Panther Lake-H"" (Cougar Cove + Darkmont, Intel 18A)","Intel Graphics (iGPU), 4Xe/32EU/512SP, 4 RT-Cores, 2.45GHz, Architektur ""Xe3-LPG""","16GB DDR5-5600 (1x 16GB SO-DIMM-Modul, 2 Slots gesamt, 1 Slot frei, max. 64GB)","Windows 11 Pro","€ 960,29","€ 1239,43","https://geizhals.at/lenovo-thinkbook-14-g9-ipl-21ux0008ge-a3720868.html"
"Lenovo Legion 5 15AHP11 (Legion 5a Gen 11)","15.3""","2560x1600","16:10","197ppi","165Hz","AMD Ryzen 7 250, 8C/16T, 3.30-5.10GHz, 16MiB+8MiB Cache, 28W TDP, 15-30W cTDP, Codename ""Hawk Point"" (Zen 4, TSMC 4nm)","NVIDIA GeForce RTX 5060 - 8GB GDDR7 - Mobile, 26SM/3328SP, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N]), 2497MHz, 115W Max GPU Power","32GB DDR5-5600 (2x 16GB Module, 2 Slots gesamt, 0 Slots frei)","Windows 11 Home","€ 1899,00","","https://geizhals.at/lenovo-legion-5a-gen-11-legion-5-15ahp11-83q7002kge-a3701820.html"
"Lenovo ThinkPad T14 G6 (Intel)","14""","1920x1200","16:10","162ppi","60Hz","Intel Core Ultra 5 228V, 4P+4LPE/8T, 2.10-4.50GHz, 8MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 130V (iGPU), 7Xe/56EU/896SP, 1.85GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Pro","€ 1585,64","€ 1869,01","https://geizhals.at/lenovo-thinkpad-t14-g6-intel-21qg00dage-a3777192.html"
"Microsoft Surface Laptop 13""","13""","1920x1280","3:2","178ppi","60Hz","Qualcomm Snapdragon X Plus - X1P-42-100, 8x Oryon (3.20GHz, max. 1x 3.40GHz), ARMv8.7-A","Qualcomm Adreno X1-45, 1.70 TFLOPS (FP32)","16GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Home","€ 956,97","€ 1395,00","https://geizhals.at/microsoft-surface-laptop-13-ep2-30266-a3486133.html"
"HP ZBook 8 G1i 14","14""","2560x1600","16:10","216ppi","120Hz","Intel Core Ultra 7 255H, 6P+8E+2LPE/16T, 2.00-5.10GHz, 24MiB+28MiB Cache, 28-115W TDP (PBP/MTP), Codename ""Arrow Lake-H"" (Lion Cove + Skymont + Skymont, TSMC N3B)","NVIDIA RTX 500 Ada Generation - 4GB GDDR6 - Mobile, 16SM/2048SP, Codename ""AD107"" (Ada Lovelace, TSMC N5P [NVIDIA 4N])","32GB DDR5-5600 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Pro","€ 2588,99","€ 3695,00","https://geizhals.at/hp-zbook-8-g1i-14-a3zu8et-abd-a3508356.html"
"HP OmniBook Ultra Flip 14-fh0271ng","14""","2880x1800","16:10","243ppi","120Hz","Intel Core Ultra 7 258V, 4P+4LPE/8T, 2.20-4.80GHz, 12MiB+14MiB Cache, 17-37W TDP (PBP/MTP), Codename ""Lunar Lake"" (Lion Cove + Skymont, TSMC N3B)","Intel Arc Graphics 140V (iGPU), 8Xe/64EU/1024SP, 1.95GHz, Architektur ""Xe2-LPG""","32GB LPDDR5X-8533 Onboard, nicht erweiterbar","Windows 11 Home","€ 1662,86","","https://geizhals.at/hp-omnibook-ultra-flip-14-fh0271ng-b20dcea-abd-a3329260.html"
"ASUS ZenBook 14 OLED UM3406GA-QD032W","14""","1920x1200","16:10","162ppi","60Hz","AMD Ryzen AI 7 445, 2C+4c/12T, 2.00-4.60GHz, 8MiB+6MiB Cache, 28W TDP, 15-54W cTDP, Codename ""Gorgon Point"" (Zen 5 + Zen 5c, TSMC 4nm)","AMD Radeon 840M (iGPU), 4CU/256SP, 4 RT-Cores, 2.90GHz, Architektur ""RDNA 3.5""","32GB LPDDR5X Onboard, nicht erweiterbar","Windows 11 Home","€ 1299,00","€ 1439,00","https://geizhals.at/asus-zenbook-14-oled-um3406ga-qd032w-90nb17r1-m00b70-a3706969.html"
"ASUS ROG Strix G16 (2025) G614PP-RV030W","16""","1920x1200","16:10","142ppi","165Hz","AMD Ryzen 9 8940HX, 16C/32T, 2.40-5.30GHz, 64MiB+16MiB Cache, 55W TDP, 75W cTDP, Codename ""Dragon Range"" (Zen 4, TSMC 5nm)","NVIDIA GeForce RTX 5070 - 8GB GDDR7 - Mobile, 36SM/4608SP, 100 TOPS, Codename ""GB206"" (Blackwell, TSMC N5P [NVIDIA 4N])","32GB DDR5-5200 (2x 16GB SO-DIMM-Module, 2 Slots gesamt, 0 Slots frei, max. 64GB)","Windows 11 Home","€ 1799,00","€ 2317,00","https://geizhals.at/asus-rog-strix-g16-2025-g614pp-rv030w-90nr0l67-m00180-a3587665.html"
